dt, x, y
186000, 1.01037e+06, 4.498e+09, 
187000, 1.0158e+06, 4.498e+09, 
188000, 1.02124e+06, 4.498e+09, 
189000, 1.02667e+06, 4.498e+09, 
190000, 1.0321e+06, 4.498e+09, 
191000, 1.03753e+06, 4.498e+09, 
192000, 1.04296e+06, 4.498e+09, 
193000, 1.0484e+06, 4.498e+09, 
194000, 1.05383e+06, 4.498e+09, 
195000, 1.05926e+06, 4.498e+09, 
196000, 1.06469e+06, 4.498e+09, 
197000, 1.07012e+06, 4.498e+09, 
198000, 1.07556e+06, 4.498e+09, 
199000, 1.08099e+06, 4.498e+09, 
200000, 1.08642e+06, 4.498e+09, 
201000, 1.09185e+06, 4.498e+09, 
202000, 1.09729e+06, 4.498e+09, 
203000, 1.10272e+06, 4.498e+09, 
204000, 1.10815e+06, 4.498e+09, 
205000, 1.11358e+06, 4.498e+09, 
206000, 1.11901e+06, 4.498e+09, 
207000, 1.12445e+06, 4.498e+09, 
208000, 1.12988e+06, 4.498e+09, 
209000, 1.13531e+06, 4.498e+09, 
210000, 1.14074e+06, 4.498e+09, 
211000, 1.14617e+06, 4.498e+09, 
212000, 1.15161e+06, 4.498e+09, 
213000, 1.15704e+06, 4.498e+09, 
214000, 1.16247e+06, 4.498e+09, 
215000, 1.1679e+06, 4.498e+09, 
216000, 1.17333e+06, 4.498e+09, 
217000, 1.17877e+06, 4.498e+09, 
218000, 1.1842e+06, 4.498e+09, 
219000, 1.18963e+06, 4.498e+09, 
220000, 1.19506e+06, 4.498e+09, 
221000, 1.2005e+06, 4.498e+09, 
222000, 1.20593e+06, 4.498e+09, 
223000, 1.21136e+06, 4.498e+09, 
224000, 1.21679e+06, 4.498e+09, 
225000, 1.22222e+06, 4.498e+09, 
226000, 1.22766e+06, 4.498e+09, 
227000, 1.23309e+06, 4.498e+09, 
228000, 1.23852e+06, 4.498e+09, 
229000, 1.24395e+06, 4.498e+09, 
230000, 1.24938e+06, 4.498e+09, 
231000, 1.25482e+06, 4.498e+09, 
232000, 1.26025e+06, 4.498e+09, 
233000, 1.26568e+06, 4.498e+09, 
234000, 1.27111e+06, 4.498e+09, 
235000, 1.27654e+06, 4.498e+09, 
236000, 1.28198e+06, 4.498e+09, 
237000, 1.28741e+06, 4.498e+09, 
238000, 1.29284e+06, 4.498e+09, 
239000, 1.29827e+06, 4.498e+09, 
240000, 1.30371e+06, 4.498e+09, 
241000, 1.30914e+06, 4.498e+09, 
242000, 1.31457e+06, 4.498e+09, 
243000, 1.32e+06, 4.498e+09, 
244000, 1.32543e+06, 4.498e+09, 
245000, 1.33087e+06, 4.498e+09, 
246000, 1.3363e+06, 4.498e+09, 
247000, 1.34173e+06, 4.498e+09, 
248000, 1.34716e+06, 4.498e+09, 
249000, 1.35259e+06, 4.498e+09, 
250000, 1.35803e+06, 4.498e+09, 
251000, 1.36346e+06, 4.498e+09, 
252000, 1.36889e+06, 4.498e+09, 
253000, 1.37432e+06, 4.498e+09, 
254000, 1.37975e+06, 4.498e+09, 
255000, 1.38519e+06, 4.498e+09, 
256000, 1.39062e+06, 4.498e+09, 
257000, 1.39605e+06, 4.498e+09, 
258000, 1.40148e+06, 4.498e+09, 
259000, 1.40692e+06, 4.498e+09, 
260000, 1.41235e+06, 4.498e+09, 
261000, 1.41778e+06, 4.498e+09, 
262000, 1.42321e+06, 4.498e+09, 
