dt, x, y,
1000,13057.2,7.79E+08, 
2000,26114.3,7.79E+08, 
3000,39171.5,7.79E+08, 
4000,52228.6,7.79E+08, 
5000,65285.8,7.79E+08, 
6000,78342.9,7.79E+08, 
7000,91400.1,7.79E+08, 
8000,104457,7.79E+08, 
9000,117514,7.79E+08, 
10000,130572,7.79E+08, 
11000,143629,7.79E+08, 
12000,156686,7.79E+08, 
13000,169743,7.79E+08, 
14000,182800,7.79E+08, 
15000,195857,7.79E+08, 
16000,208915,7.79E+08, 
17000,221972,7.79E+08, 
18000,235029,7.79E+08, 
19000,248086,7.79E+08, 
20000,261143,7.79E+08, 
21000,274200,7.79E+08, 
22000,287257,7.79E+08, 
23000,300315,7.79E+08, 
24000,313372,7.79E+08, 
25000,326429,7.79E+08, 
26000,339486,7.79E+08, 
27000,352543,7.79E+08, 
28000,365600,7.79E+08, 
29000,378658,7.79E+08, 
30000,391715,7.79E+08, 
31000,404772,7.79E+08, 
32000,417829,7.79E+08, 
33000,430886,7.79E+08, 
34000,443943,7.79E+08, 
35000,457000,7.79E+08, 
36000,470058,7.79E+08, 
37000,483115,7.79E+08, 
38000,496172,7.79E+08, 
39000,509229,7.79E+08, 
40000,522286,7.79E+08, 
41000,535343,7.79E+08, 
42000,548401,7.79E+08, 
43000,561458,7.79E+08, 
44000,574515,7.79E+08, 
45000,587572,7.79E+08, 
46000,600629,7.79E+08, 
47000,613686,7.79E+08, 
48000,626743,7.79E+08, 
49000,639801,7.79E+08, 
50000,652858,7.79E+08, 
51000,665915,7.79E+08, 
52000,678972,7.79E+08, 
53000,692029,7.79E+08, 
54000,705086,7.79E+08, 
55000,718144,7.79E+08, 
56000,731201,7.79E+08, 
57000,744258,7.79E+08, 
58000,757315,7.79E+08, 
59000,770372,7.79E+08, 
60000,783429,7.79E+08, 
61000,796486,7.79E+08, 
62000,809544,7.79E+08, 
63000,822601,7.79E+08, 
64000,835658,7.79E+08, 
65000,848715,7.79E+08, 
66000,861772,7.79E+08, 
67000,874829,7.79E+08, 
68000,887887,7.78E+08, 
69000,900944,7.78E+08, 
70000,914001,7.78E+08, 
71000,927058,7.78E+08, 
72000,940115,7.78E+08, 
73000,953172,7.78E+08, 
74000,966229,7.78E+08, 
75000,979287,7.78E+08, 
76000,992344,7.78E+08, 
77000,1.01E+06,7.78E+08, 
78000,1.02E+06,7.78E+08, 
79000,1.03E+06,7.78E+08, 
80000,1.04E+06,7.78E+08, 
81000,1.06E+06,7.78E+08, 
82000,1.07E+06,7.78E+08, 
83000,1.08E+06,7.78E+08, 
84000,1.10E+06,7.78E+08, 
85000,1.11E+06,7.78E+08, 
86000,1.12E+06,7.78E+08, 
87000,1.14E+06,7.78E+08, 
88000,1.15E+06,7.78E+08, 
89000,1.16E+06,7.78E+08, 
90000,1.18E+06,7.78E+08, 
91000,1.19E+06,7.78E+08, 
92000,1.20E+06,7.78E+08, 
93000,1.21E+06,7.78E+08, 
94000,1.23E+06,7.78E+08, 
95000,1.24E+06,7.78E+08, 
96000,1.25E+06,7.78E+08, 
97000,1.27E+06,7.78E+08, 
98000,1.28E+06,7.78E+08, 
99000,1.29E+06,7.78E+08, 
100000,1.31E+06,7.78E+08, 
101000,1.32E+06,7.78E+08, 
102000,1.33E+06,7.78E+08, 
103000,1.34E+06,7.78E+08, 
104000,1.36E+06,7.78E+08, 
105000,1.37E+06,7.78E+08, 
106000,1.38E+06,7.78E+08, 
107000,1.40E+06,7.78E+08, 
108000,1.41E+06,7.78E+08, 
109000,1.42E+06,7.78E+08, 
110000,1.44E+06,7.78E+08, 
111000,1.45E+06,7.78E+08, 
112000,1.46E+06,7.78E+08, 
113000,1.48E+06,7.78E+08, 
114000,1.49E+06,7.78E+08, 
115000,1.50E+06,7.78E+08, 
116000,1.51E+06,7.78E+08, 
117000,1.53E+06,7.78E+08, 
118000,1.54E+06,7.78E+08, 
119000,1.55E+06,7.78E+08, 
120000,1.57E+06,7.78E+08, 
121000,1.58E+06,7.78E+08, 
122000,1.59E+06,7.78E+08, 
123000,1.61E+06,7.78E+08, 
124000,1.62E+06,7.78E+08, 
125000,1.63E+06,7.78E+08, 
126000,1.65E+06,7.78E+08, 
127000,1.66E+06,7.78E+08, 
128000,1.67E+06,7.78E+08, 
129000,1.68E+06,7.78E+08, 
130000,1.70E+06,7.78E+08, 
131000,1.71E+06,7.78E+08, 
132000,1.72E+06,7.78E+08, 
133000,1.74E+06,7.78E+08, 
134000,1.75E+06,7.78E+08, 
135000,1.76E+06,7.78E+08, 
136000,1.78E+06,7.78E+08, 
137000,1.79E+06,7.78E+08, 
138000,1.80E+06,7.78E+08, 
139000,1.81E+06,7.78E+08, 
140000,1.83E+06,7.78E+08, 
141000,1.84E+06,7.78E+08, 
142000,1.85E+06,7.78E+08, 
143000,1.87E+06,7.78E+08, 
144000,1.88E+06,7.78E+08, 
145000,1.89E+06,7.78E+08, 
146000,1.91E+06,7.78E+08, 
147000,1.92E+06,7.78E+08, 
148000,1.93E+06,7.78E+08, 
149000,1.95E+06,7.78E+08, 
150000,1.96E+06,7.78E+08, 
151000,1.97E+06,7.78E+08, 
152000,1.98E+06,7.78E+08, 
153000,2.00E+06,7.78E+08, 
154000,2.01E+06,7.78E+08, 
155000,2.02E+06,7.78E+08, 
156000,2.04E+06,7.78E+08, 
157000,2.05E+06,7.78E+08, 
158000,2.06E+06,7.78E+08, 
159000,2.08E+06,7.78E+08, 
160000,2.09E+06,7.78E+08, 
161000,2.10E+06,7.78E+08, 
162000,2.12E+06,7.78E+08, 
163000,2.13E+06,7.78E+08, 
164000,2.14E+06,7.78E+08, 
165000,2.15E+06,7.78E+08, 
166000,2.17E+06,7.78E+08, 
167000,2.18E+06,7.78E+08, 
168000,2.19E+06,7.78E+08, 
169000,2.21E+06,7.78E+08, 
170000,2.22E+06,7.78E+08, 
171000,2.23E+06,7.78E+08, 
172000,2.25E+06,7.78E+08, 
173000,2.26E+06,7.78E+08, 
174000,2.27E+06,7.78E+08, 
175000,2.29E+06,7.78E+08, 
176000,2.30E+06,7.78E+08, 
177000,2.31E+06,7.78E+08, 
178000,2.32E+06,7.78E+08, 
179000,2.34E+06,7.78E+08, 
180000,2.35E+06,7.78E+08, 
181000,2.36E+06,7.78E+08, 
182000,2.38E+06,7.78E+08, 
183000,2.39E+06,7.78E+08, 
184000,2.40E+06,7.78E+08, 
185000,2.42E+06,7.78E+08, 
186000,2.43E+06,7.78E+08, 
187000,2.44E+06,7.78E+08, 
188000,2.45E+06,7.78E+08, 
189000,2.47E+06,7.78E+08, 
190000,2.48E+06,7.78E+08, 
191000,2.49E+06,7.78E+08, 
192000,2.51E+06,7.78E+08, 
193000,2.52E+06,7.78E+08, 
194000,2.53E+06,7.78E+08, 
195000,2.55E+06,7.78E+08, 
196000,2.56E+06,7.78E+08, 
197000,2.57E+06,7.78E+08, 
198000,2.59E+06,7.78E+08, 
199000,2.60E+06,7.78E+08, 
200000,2.61E+06,7.78E+08, 
201000,2.62E+06,7.78E+08, 
202000,2.64E+06,7.78E+08, 
203000,2.65E+06,7.78E+08, 
204000,2.66E+06,7.78E+08, 
205000,2.68E+06,7.78E+08, 
206000,2.69E+06,7.78E+08, 
207000,2.70E+06,7.78E+08, 
208000,2.72E+06,7.78E+08, 
209000,2.73E+06,7.78E+08, 
210000,2.74E+06,7.78E+08, 
211000,2.76E+06,7.78E+08, 
212000,2.77E+06,7.78E+08, 
213000,2.78E+06,7.78E+08, 
214000,2.79E+06,7.78E+08, 
215000,2.81E+06,7.78E+08, 
216000,2.82E+06,7.78E+08, 
217000,2.83E+06,7.78E+08, 
218000,2.85E+06,7.78E+08, 
219000,2.86E+06,7.78E+08, 
220000,2.87E+06,7.78E+08, 
221000,2.89E+06,7.78E+08, 
222000,2.90E+06,7.78E+08, 
223000,2.91E+06,7.78E+08, 
224000,2.92E+06,7.78E+08, 
225000,2.94E+06,7.78E+08, 
226000,2.95E+06,7.78E+08, 
227000,2.96E+06,7.78E+08, 
228000,2.98E+06,7.78E+08, 
229000,2.99E+06,7.78E+08, 
230000,3.00E+06,7.78E+08, 
231000,3.02E+06,7.78E+08, 
232000,3.03E+06,7.78E+08, 
233000,3.04E+06,7.78E+08, 
234000,3.06E+06,7.78E+08, 
235000,3.07E+06,7.78E+08, 
236000,3.08E+06,7.78E+08, 
237000,3.09E+06,7.78E+08, 
238000,3.11E+06,7.78E+08, 
239000,3.12E+06,7.78E+08, 
240000,3.13E+06,7.78E+08, 
241000,3.15E+06,7.78E+08, 
242000,3.16E+06,7.78E+08, 
243000,3.17E+06,7.78E+08, 
244000,3.19E+06,7.78E+08, 
245000,3.20E+06,7.78E+08, 
246000,3.21E+06,7.78E+08, 
247000,3.23E+06,7.78E+08, 
248000,3.24E+06,7.78E+08, 
249000,3.25E+06,7.78E+08, 
250000,3.26E+06,7.78E+08, 
251000,3.28E+06,7.78E+08, 
252000,3.29E+06,7.78E+08, 
253000,3.30E+06,7.78E+08, 
254000,3.32E+06,7.78E+08, 
255000,3.33E+06,7.78E+08, 
256000,3.34E+06,7.78E+08, 
257000,3.36E+06,7.78E+08, 
258000,3.37E+06,7.78E+08, 
259000,3.38E+06,7.78E+08, 
260000,3.39E+06,7.78E+08, 
261000,3.41E+06,7.78E+08, 
262000,3.42E+06,7.78E+08, 
263000,3.43E+06,7.78E+08, 
264000,3.45E+06,7.78E+08, 
265000,3.46E+06,7.78E+08, 
266000,3.47E+06,7.78E+08, 
267000,3.49E+06,7.78E+08, 
268000,3.50E+06,7.78E+08, 
269000,3.51E+06,7.78E+08, 
270000,3.53E+06,7.78E+08, 
271000,3.54E+06,7.78E+08, 
272000,3.55E+06,7.78E+08, 
273000,3.56E+06,7.78E+08, 
274000,3.58E+06,7.78E+08, 
275000,3.59E+06,7.78E+08, 
276000,3.60E+06,7.78E+08, 
277000,3.62E+06,7.78E+08, 
278000,3.63E+06,7.78E+08, 
279000,3.64E+06,7.78E+08, 
280000,3.66E+06,7.78E+08, 
281000,3.67E+06,7.78E+08, 
282000,3.68E+06,7.78E+08, 
283000,3.70E+06,7.78E+08, 
284000,3.71E+06,7.78E+08, 
285000,3.72E+06,7.78E+08, 
286000,3.73E+06,7.78E+08, 
287000,3.75E+06,7.78E+08, 
288000,3.76E+06,7.78E+08, 
289000,3.77E+06,7.78E+08, 
290000,3.79E+06,7.78E+08, 
291000,3.80E+06,7.78E+08, 
292000,3.81E+06,7.78E+08, 
293000,3.83E+06,7.78E+08, 
294000,3.84E+06,7.78E+08, 
295000,3.85E+06,7.78E+08, 
296000,3.86E+06,7.78E+08, 
297000,3.88E+06,7.78E+08, 
298000,3.89E+06,7.78E+08, 
299000,3.90E+06,7.78E+08, 
300000,3.92E+06,7.78E+08, 
301000,3.93E+06,7.78E+08, 
302000,3.94E+06,7.78E+08, 
303000,3.96E+06,7.78E+08, 
304000,3.97E+06,7.78E+08, 
305000,3.98E+06,7.78E+08, 
306000,4.00E+06,7.78E+08, 
307000,4.01E+06,7.78E+08, 
308000,4.02E+06,7.78E+08, 
309000,4.03E+06,7.78E+08, 
310000,4.05E+06,7.78E+08, 
311000,4.06E+06,7.78E+08, 
312000,4.07E+06,7.78E+08, 
313000,4.09E+06,7.78E+08, 
314000,4.10E+06,7.78E+08, 
315000,4.11E+06,7.78E+08, 
316000,4.13E+06,7.78E+08, 
317000,4.14E+06,7.78E+08, 
318000,4.15E+06,7.78E+08, 
319000,4.17E+06,7.78E+08, 
320000,4.18E+06,7.78E+08, 
321000,4.19E+06,7.78E+08, 
322000,4.20E+06,7.78E+08, 
323000,4.22E+06,7.78E+08, 
324000,4.23E+06,7.78E+08, 
325000,4.24E+06,7.78E+08, 
326000,4.26E+06,7.78E+08, 
327000,4.27E+06,7.78E+08, 
328000,4.28E+06,7.78E+08, 
329000,4.30E+06,7.78E+08, 
330000,4.31E+06,7.78E+08, 
331000,4.32E+06,7.78E+08, 
332000,4.33E+06,7.78E+08, 
333000,4.35E+06,7.78E+08, 
334000,4.36E+06,7.78E+08, 
335000,4.37E+06,7.78E+08, 
336000,4.39E+06,7.78E+08, 
337000,4.40E+06,7.78E+08, 
338000,4.41E+06,7.78E+08, 
339000,4.43E+06,7.78E+08, 
340000,4.44E+06,7.78E+08, 
341000,4.45E+06,7.78E+08, 
342000,4.47E+06,7.78E+08, 
343000,4.48E+06,7.78E+08, 
344000,4.49E+06,7.78E+08, 
345000,4.50E+06,7.78E+08, 
346000,4.52E+06,7.78E+08, 
347000,4.53E+06,7.78E+08, 
348000,4.54E+06,7.78E+08, 
349000,4.56E+06,7.78E+08, 
350000,4.57E+06,7.78E+08, 
351000,4.58E+06,7.78E+08, 
352000,4.60E+06,7.78E+08, 
353000,4.61E+06,7.78E+08, 
354000,4.62E+06,7.78E+08, 
355000,4.64E+06,7.78E+08, 
356000,4.65E+06,7.78E+08, 
357000,4.66E+06,7.78E+08, 
358000,4.67E+06,7.78E+08, 
359000,4.69E+06,7.78E+08, 
360000,4.70E+06,7.78E+08, 
361000,4.71E+06,7.78E+08, 
362000,4.73E+06,7.78E+08, 
363000,4.74E+06,7.78E+08, 
364000,4.75E+06,7.78E+08, 
365000,4.77E+06,7.78E+08, 
366000,4.78E+06,7.78E+08, 
367000,4.79E+06,7.78E+08, 
368000,4.81E+06,7.78E+08, 
369000,4.82E+06,7.78E+08, 
370000,4.83E+06,7.78E+08, 
371000,4.84E+06,7.78E+08, 
372000,4.86E+06,7.78E+08, 
373000,4.87E+06,7.78E+08, 
374000,4.88E+06,7.78E+08, 
375000,4.90E+06,7.78E+08, 
376000,4.91E+06,7.78E+08, 
377000,4.92E+06,7.78E+08, 
378000,4.94E+06,7.78E+08, 
379000,4.95E+06,7.78E+08, 
380000,4.96E+06,7.78E+08, 
381000,4.97E+06,7.78E+08, 
382000,4.99E+06,7.78E+08, 
383000,5.00E+06,7.78E+08, 
384000,5.01E+06,7.78E+08, 
385000,5.03E+06,7.78E+08, 
386000,5.04E+06,7.78E+08, 
387000,5.05E+06,7.78E+08, 
388000,5.07E+06,7.78E+08, 
389000,5.08E+06,7.78E+08, 
390000,5.09E+06,7.78E+08, 
391000,5.11E+06,7.78E+08, 
392000,5.12E+06,7.78E+08, 
393000,5.13E+06,7.78E+08, 
394000,5.14E+06,7.78E+08, 
395000,5.16E+06,7.78E+08, 
396000,5.17E+06,7.78E+08, 
397000,5.18E+06,7.78E+08, 
398000,5.20E+06,7.78E+08, 
399000,5.21E+06,7.78E+08, 
400000,5.22E+06,7.78E+08, 
401000,5.24E+06,7.78E+08, 
402000,5.25E+06,7.78E+08, 
403000,5.26E+06,7.78E+08, 
404000,5.28E+06,7.78E+08, 
405000,5.29E+06,7.78E+08, 
406000,5.30E+06,7.78E+08, 
407000,5.31E+06,7.78E+08, 
408000,5.33E+06,7.78E+08, 
409000,5.34E+06,7.78E+08, 
410000,5.35E+06,7.78E+08, 
411000,5.37E+06,7.78E+08, 
412000,5.38E+06,7.78E+08, 
413000,5.39E+06,7.78E+08, 
414000,5.41E+06,7.78E+08, 
415000,5.42E+06,7.78E+08, 
416000,5.43E+06,7.78E+08, 
417000,5.44E+06,7.78E+08, 
418000,5.46E+06,7.78E+08, 
419000,5.47E+06,7.78E+08, 
420000,5.48E+06,7.78E+08, 
421000,5.50E+06,7.78E+08, 
422000,5.51E+06,7.78E+08, 
423000,5.52E+06,7.78E+08, 
424000,5.54E+06,7.78E+08, 
425000,5.55E+06,7.78E+08, 
426000,5.56E+06,7.78E+08, 
427000,5.58E+06,7.78E+08, 
428000,5.59E+06,7.78E+08, 
429000,5.60E+06,7.78E+08, 
430000,5.61E+06,7.78E+08, 
431000,5.63E+06,7.78E+08, 
432000,5.64E+06,7.78E+08, 
433000,5.65E+06,7.78E+08, 
434000,5.67E+06,7.78E+08, 
435000,5.68E+06,7.78E+08, 
436000,5.69E+06,7.78E+08, 
437000,5.71E+06,7.78E+08, 
438000,5.72E+06,7.78E+08, 
439000,5.73E+06,7.78E+08, 
440000,5.75E+06,7.78E+08, 
441000,5.76E+06,7.78E+08, 
442000,5.77E+06,7.78E+08, 
443000,5.78E+06,7.78E+08, 
444000,5.80E+06,7.78E+08, 
445000,5.81E+06,7.78E+08, 
446000,5.82E+06,7.78E+08, 
447000,5.84E+06,7.78E+08, 
448000,5.85E+06,7.78E+08, 
449000,5.86E+06,7.78E+08, 
450000,5.88E+06,7.78E+08, 
451000,5.89E+06,7.78E+08, 
452000,5.90E+06,7.78E+08, 
453000,5.91E+06,7.78E+08, 
454000,5.93E+06,7.78E+08, 
455000,5.94E+06,7.78E+08, 
456000,5.95E+06,7.78E+08, 
457000,5.97E+06,7.78E+08, 
458000,5.98E+06,7.78E+08, 
459000,5.99E+06,7.78E+08, 
460000,6.01E+06,7.78E+08, 
461000,6.02E+06,7.78E+08, 
462000,6.03E+06,7.78E+08, 
463000,6.05E+06,7.78E+08, 
464000,6.06E+06,7.78E+08, 
465000,6.07E+06,7.78E+08, 
466000,6.08E+06,7.78E+08, 
467000,6.10E+06,7.78E+08, 
468000,6.11E+06,7.78E+08, 
469000,6.12E+06,7.78E+08, 
470000,6.14E+06,7.78E+08, 
471000,6.15E+06,7.78E+08, 
472000,6.16E+06,7.78E+08, 
473000,6.18E+06,7.78E+08, 
474000,6.19E+06,7.78E+08, 
475000,6.20E+06,7.78E+08, 
476000,6.22E+06,7.78E+08, 
477000,6.23E+06,7.78E+08, 
478000,6.24E+06,7.78E+08, 
479000,6.25E+06,7.78E+08, 
480000,6.27E+06,7.78E+08, 
481000,6.28E+06,7.78E+08, 
482000,6.29E+06,7.78E+08, 
483000,6.31E+06,7.78E+08, 
484000,6.32E+06,7.78E+08, 
485000,6.33E+06,7.78E+08, 
486000,6.35E+06,7.78E+08, 
487000,6.36E+06,7.78E+08, 
488000,6.37E+06,7.78E+08, 
489000,6.38E+06,7.78E+08, 
490000,6.40E+06,7.78E+08, 
491000,6.41E+06,7.78E+08, 
492000,6.42E+06,7.78E+08, 
493000,6.44E+06,7.78E+08, 
494000,6.45E+06,7.78E+08, 
495000,6.46E+06,7.78E+08, 
496000,6.48E+06,7.78E+08, 
497000,6.49E+06,7.78E+08, 
498000,6.50E+06,7.78E+08, 
499000,6.52E+06,7.78E+08, 
500000,6.53E+06,7.78E+08, 
501000,6.54E+06,7.78E+08, 
502000,6.55E+06,7.78E+08, 
503000,6.57E+06,7.78E+08, 
504000,6.58E+06,7.78E+08, 
505000,6.59E+06,7.78E+08, 
506000,6.61E+06,7.78E+08, 
507000,6.62E+06,7.78E+08, 
508000,6.63E+06,7.78E+08, 
509000,6.65E+06,7.78E+08, 
510000,6.66E+06,7.78E+08, 
511000,6.67E+06,7.78E+08, 
512000,6.69E+06,7.78E+08, 
513000,6.70E+06,7.78E+08, 
514000,6.71E+06,7.78E+08, 
515000,6.72E+06,7.78E+08, 
516000,6.74E+06,7.78E+08, 
517000,6.75E+06,7.78E+08, 
518000,6.76E+06,7.78E+08, 
519000,6.78E+06,7.78E+08, 
520000,6.79E+06,7.78E+08, 
521000,6.80E+06,7.78E+08, 
522000,6.82E+06,7.78E+08, 
523000,6.83E+06,7.78E+08, 
524000,6.84E+06,7.78E+08, 
525000,6.85E+06,7.78E+08, 
526000,6.87E+06,7.78E+08, 
527000,6.88E+06,7.78E+08, 
528000,6.89E+06,7.78E+08, 
529000,6.91E+06,7.78E+08, 
530000,6.92E+06,7.78E+08, 
531000,6.93E+06,7.78E+08, 
532000,6.95E+06,7.78E+08, 
533000,6.96E+06,7.78E+08, 
534000,6.97E+06,7.78E+08, 
535000,6.99E+06,7.78E+08, 
536000,7.00E+06,7.78E+08, 
537000,7.01E+06,7.78E+08, 
538000,7.02E+06,7.78E+08, 
539000,7.04E+06,7.78E+08, 
540000,7.05E+06,7.78E+08, 
541000,7.06E+06,7.78E+08, 
542000,7.08E+06,7.78E+08, 
543000,7.09E+06,7.78E+08, 
544000,7.10E+06,7.78E+08, 
545000,7.12E+06,7.78E+08, 
546000,7.13E+06,7.78E+08, 
547000,7.14E+06,7.78E+08, 
548000,7.16E+06,7.78E+08, 
549000,7.17E+06,7.78E+08, 
550000,7.18E+06,7.78E+08, 
551000,7.19E+06,7.78E+08, 
552000,7.21E+06,7.78E+08, 
553000,7.22E+06,7.78E+08, 
554000,7.23E+06,7.78E+08, 
555000,7.25E+06,7.78E+08, 
556000,7.26E+06,7.78E+08, 
557000,7.27E+06,7.78E+08, 
558000,7.29E+06,7.78E+08, 
559000,7.30E+06,7.78E+08, 
560000,7.31E+06,7.78E+08, 
561000,7.32E+06,7.78E+08, 
562000,7.34E+06,7.78E+08, 
563000,7.35E+06,7.78E+08, 
564000,7.36E+06,7.78E+08, 
565000,7.38E+06,7.78E+08, 
566000,7.39E+06,7.78E+08, 
567000,7.40E+06,7.78E+08, 
568000,7.42E+06,7.78E+08, 
569000,7.43E+06,7.78E+08, 
570000,7.44E+06,7.78E+08, 
571000,7.46E+06,7.78E+08, 
572000,7.47E+06,7.78E+08, 
573000,7.48E+06,7.78E+08, 
574000,7.49E+06,7.78E+08, 
575000,7.51E+06,7.78E+08, 
576000,7.52E+06,7.78E+08, 
577000,7.53E+06,7.78E+08, 
578000,7.55E+06,7.78E+08, 
579000,7.56E+06,7.78E+08, 
580000,7.57E+06,7.78E+08, 
581000,7.59E+06,7.78E+08, 
582000,7.60E+06,7.78E+08, 
583000,7.61E+06,7.78E+08, 
584000,7.63E+06,7.78E+08, 
585000,7.64E+06,7.78E+08, 
586000,7.65E+06,7.78E+08, 
587000,7.66E+06,7.78E+08, 
588000,7.68E+06,7.78E+08, 
589000,7.69E+06,7.78E+08, 
590000,7.70E+06,7.78E+08, 
591000,7.72E+06,7.78E+08, 
592000,7.73E+06,7.78E+08, 
593000,7.74E+06,7.78E+08, 
594000,7.76E+06,7.78E+08, 
595000,7.77E+06,7.78E+08, 
596000,7.78E+06,7.78E+08, 
597000,7.79E+06,7.78E+08, 
598000,7.81E+06,7.78E+08, 
599000,7.82E+06,7.78E+08, 
600000,7.83E+06,7.78E+08, 
601000,7.85E+06,7.78E+08, 
602000,7.86E+06,7.78E+08, 
603000,7.87E+06,7.78E+08, 
604000,7.89E+06,7.78E+08, 
605000,7.90E+06,7.78E+08, 
606000,7.91E+06,7.78E+08, 
607000,7.93E+06,7.78E+08, 
608000,7.94E+06,7.78E+08, 
609000,7.95E+06,7.78E+08, 
610000,7.96E+06,7.78E+08, 
611000,7.98E+06,7.78E+08, 
612000,7.99E+06,7.78E+08, 
613000,8.00E+06,7.78E+08, 
614000,8.02E+06,7.78E+08, 
615000,8.03E+06,7.78E+08, 
616000,8.04E+06,7.78E+08, 
617000,8.06E+06,7.78E+08, 
618000,8.07E+06,7.78E+08, 
619000,8.08E+06,7.78E+08, 
620000,8.10E+06,7.78E+08, 
621000,8.11E+06,7.78E+08, 
622000,8.12E+06,7.78E+08, 
623000,8.13E+06,7.78E+08, 
624000,8.15E+06,7.78E+08, 
625000,8.16E+06,7.78E+08, 
626000,8.17E+06,7.78E+08, 
627000,8.19E+06,7.78E+08, 
628000,8.20E+06,7.78E+08, 
629000,8.21E+06,7.78E+08, 
630000,8.23E+06,7.78E+08, 
631000,8.24E+06,7.78E+08, 
632000,8.25E+06,7.78E+08, 
633000,8.27E+06,7.78E+08, 
634000,8.28E+06,7.78E+08, 
635000,8.29E+06,7.78E+08, 
636000,8.30E+06,7.78E+08, 
637000,8.32E+06,7.78E+08, 
638000,8.33E+06,7.78E+08, 
639000,8.34E+06,7.78E+08, 
640000,8.36E+06,7.78E+08, 
641000,8.37E+06,7.78E+08, 
642000,8.38E+06,7.78E+08, 
643000,8.40E+06,7.78E+08, 
644000,8.41E+06,7.78E+08, 
645000,8.42E+06,7.78E+08, 
646000,8.43E+06,7.78E+08, 
647000,8.45E+06,7.78E+08, 
648000,8.46E+06,7.78E+08, 
649000,8.47E+06,7.78E+08, 
650000,8.49E+06,7.78E+08, 
651000,8.50E+06,7.78E+08, 
652000,8.51E+06,7.78E+08, 
653000,8.53E+06,7.78E+08, 
654000,8.54E+06,7.78E+08, 
655000,8.55E+06,7.78E+08, 
656000,8.57E+06,7.78E+08, 
657000,8.58E+06,7.78E+08, 
658000,8.59E+06,7.78E+08, 
659000,8.60E+06,7.78E+08, 
660000,8.62E+06,7.78E+08, 
661000,8.63E+06,7.78E+08, 
662000,8.64E+06,7.78E+08, 
663000,8.66E+06,7.78E+08, 
664000,8.67E+06,7.78E+08, 
665000,8.68E+06,7.78E+08, 
666000,8.70E+06,7.78E+08, 
667000,8.71E+06,7.78E+08, 
668000,8.72E+06,7.78E+08, 
669000,8.74E+06,7.78E+08, 
670000,8.75E+06,7.78E+08, 
671000,8.76E+06,7.78E+08, 
672000,8.77E+06,7.78E+08, 
673000,8.79E+06,7.78E+08, 
674000,8.80E+06,7.78E+08, 
675000,8.81E+06,7.78E+08, 
676000,8.83E+06,7.78E+08, 
677000,8.84E+06,7.78E+08, 
678000,8.85E+06,7.78E+08, 
679000,8.87E+06,7.78E+08, 
680000,8.88E+06,7.78E+08, 
681000,8.89E+06,7.78E+08, 
682000,8.90E+06,7.78E+08, 
683000,8.92E+06,7.78E+08, 
684000,8.93E+06,7.78E+08, 
685000,8.94E+06,7.78E+08, 
686000,8.96E+06,7.78E+08, 
687000,8.97E+06,7.78E+08, 
688000,8.98E+06,7.78E+08, 
689000,9.00E+06,7.78E+08, 
690000,9.01E+06,7.78E+08, 
691000,9.02E+06,7.78E+08, 
692000,9.04E+06,7.78E+08, 
693000,9.05E+06,7.78E+08, 
694000,9.06E+06,7.78E+08, 
695000,9.07E+06,7.78E+08, 
696000,9.09E+06,7.78E+08, 
697000,9.10E+06,7.78E+08, 
698000,9.11E+06,7.78E+08, 
699000,9.13E+06,7.78E+08, 
700000,9.14E+06,7.78E+08, 
701000,9.15E+06,7.78E+08, 
702000,9.17E+06,7.78E+08, 
703000,9.18E+06,7.78E+08, 
704000,9.19E+06,7.78E+08, 
705000,9.21E+06,7.78E+08, 
706000,9.22E+06,7.78E+08, 
707000,9.23E+06,7.78E+08, 
708000,9.24E+06,7.78E+08, 
709000,9.26E+06,7.78E+08, 
710000,9.27E+06,7.78E+08, 
711000,9.28E+06,7.78E+08, 
712000,9.30E+06,7.78E+08, 
713000,9.31E+06,7.78E+08, 
714000,9.32E+06,7.78E+08, 
715000,9.34E+06,7.78E+08, 
716000,9.35E+06,7.78E+08, 
717000,9.36E+06,7.78E+08, 
718000,9.37E+06,7.78E+08, 
719000,9.39E+06,7.78E+08, 
720000,9.40E+06,7.78E+08, 
721000,9.41E+06,7.78E+08, 
722000,9.43E+06,7.78E+08, 
723000,9.44E+06,7.78E+08, 
724000,9.45E+06,7.78E+08, 
725000,9.47E+06,7.78E+08, 
726000,9.48E+06,7.78E+08, 
727000,9.49E+06,7.78E+08, 
728000,9.51E+06,7.78E+08, 
729000,9.52E+06,7.78E+08, 
730000,9.53E+06,7.78E+08, 
731000,9.54E+06,7.78E+08, 
732000,9.56E+06,7.78E+08, 
733000,9.57E+06,7.78E+08, 
734000,9.58E+06,7.78E+08, 
735000,9.60E+06,7.78E+08, 
736000,9.61E+06,7.78E+08, 
737000,9.62E+06,7.78E+08, 
738000,9.64E+06,7.78E+08, 
739000,9.65E+06,7.78E+08, 
740000,9.66E+06,7.78E+08, 
741000,9.68E+06,7.78E+08, 
742000,9.69E+06,7.78E+08, 
743000,9.70E+06,7.78E+08, 
744000,9.71E+06,7.78E+08, 
745000,9.73E+06,7.78E+08, 
746000,9.74E+06,7.78E+08, 
747000,9.75E+06,7.78E+08, 
748000,9.77E+06,7.78E+08, 
749000,9.78E+06,7.78E+08, 
750000,9.79E+06,7.78E+08, 
751000,9.81E+06,7.78E+08, 
